title,label
"Ben Affleck spotted out with mystery blonde woman, what is going on? (updates)",0
"Katy Perry and Orlando Bloom ‘back together’ 11 months after split, claim friends",0
Patrick Dempsey: Why I Called Off My Divorce to Jillian Dempsey,0
Kendall Jenner Feels Horrible About Blake Griffin’s Injury: Fears ‘Curse’ Will Be Blamed,0
"Story About Khloe Kardashian ""Guilty Over Happy Pregnancy"" As Kylie Jenner ""Struggles"" Is Made-Up",0
"Employment, Hours, and Earnings from the Current Employment Statistics survey (National) Home Page",1
Teri Hatcher Broke And Homeless,0
Brad Pitt: I'm so happy to have Angelina,0
Mitt Romney received exactly zero votes in at least 12 Cuyahoga County precincts.,1
Ben Affleck Divorce Reportedly Pushed Jennifer Garner To Join The Church Of Scientology – Her Team Denies It,0
Brad Pitt ‘Completely Devastated’ After Angelina Jolie Split,0
The badass reason Selena Gomez is at peace with herself,0
Says opponent Ted Cruz has not led businesses.,1
"Jim Carrey Did Not Claim Donald Trump Is “Reptilian Illuminati,” Despite Report",0
Americans spend more than $160 billion and 6 billion hours per year complying with the tax code.,1
Beyoncé Knowles,0
"Nina Dobrev, Nikki Reed and Ian Somerhalder Have Been Friends All Along",0
Ellen DeGeneres & Portia De Rossi Share Date Night,0
"Were spending $12,000 bucks a kid a year in the school system.",1
Is The Weeknd Dissing Selena Gomez With This ‘Stranger Things’ Tweet? See Shady Message,0
Texas leads the nation in the percentage of residents without health insurance.,1
"Child stars, adult troubles",0
Will Bindi Irwin Get Married to Boyfriend Chandler Powell?,0
Anna Faris Focused On Healing Her Broken Heart After Chris Pratt Split — It’s ‘Me Time’,0
International Energy Statistics,1
When Are Sophie Turner & Joe Jonas Getting Married Because We're So Ready For Another 'Game Of Thrones' Wedding,0
Palin-Huey,1
"Kim and Kanye Are Taking The Rest of 2016 Off, As We All Wish We Could",0
Jennifer Aniston Is Getting Close to Will Arnett Following Justin Theroux Split (EXCLUSIVE),0
Gwen Stefani And Blake Shelton Look Like They’re Celebrating Something In Mexico With Friends,0
05/19/17: Industry weighs in on shocking death of former Fox News chief,0
Which Royals Have Secret Social-Media Accounts?,0
Justin Theroux Found Post-Its From Brad Pitt During Jen Aniston Marriage,0
Justin Bieber and Selena Gomez May Have Broken Up for Good This Time,0
Craig Morgan Suing Life Jacket Maker Over Son’s Death,0
Did Ellen & Portia have a food fight at a restaurant?,0
Elisabeth Moss Secretly Seeing Director Alex Ross Perry,0
"Summer Music Preview: Drake, Nicki Minaj, Ariana Grande, and So Much Kanye",0
"The extra point is almost automatic. (The NFL) had five missed extra points this year out of 1,200 some odd attempts.",1
Celebrities react to President Trump's 'unhinged' press conference,0
"The president of the United States ... agrees with me"" that marriage should be between a man and a woman.	gays-and-lesbians	miss-california-usa	Miss USA runner-up	California	none	0	0	0	0	0	a news conference.
4226.json	half-true	The debt ceiling deal will result in the lowest level of annual domestic spending since Dwight Eisenhower was president.	deficit,federal-budget,history	barack-obama	President	Illinois	democrat	70	71	160	163	9	remarks from the White House
1363.json	false	The Climatic Research Unit e-mails show that the science behind climate change has been pretty well debunked.	climate-change,environment	james-inhofe	U.S. Senator	Oklahoma	republican	0	1	0	1	0	 CNN's 'The Situation Room'
5782.json	mostly-true	President Obamas suggested reduction in spending for next year: $0.	federal-budget	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	a graphic posted on his website
4231.json	barely-true	Rick Perry ended full-day Pre-K for 100,000 Texas children.	education,state-budget	progress-texas		Texas	none	3	0	1	0	2	a statement for Twitter
7570.json	true	Says PPS employees have paid their own PERS contributions for many years.	education,pensions,unions,workers	portland-public-schools	School district	Oregon	none	0	0	1	1	0	a letter to Portlanders
10267.json	mostly-true	Every president since Eisenhower has taken executive action to address immigration issues.	history,immigration	tim-kaine	U.S. Senator	Virginia	democrat	8	3	15	15	0	a news release.
2654.json	false	Says Alex Sinks plans for governor include $12.5 billion in new spending.	education,government-efficiency,state-budget,transportation	rick-scott	Governor	Florida	republican	28	23	38	34	7	a Leadership Florida/Florida Press Association debate.
3397.json	pants-fire	Any child born prematurely, according to the president, in his own words, can be killed.	abortion	rick-santorum		Pennsylvania	republican	12	16	13	7	5	a speech to the Iowa Faith and Freedom Coalition.
8934.json	true	Seventy percent of all uninsured live in households in which at least one person is working.	families,health-care,workers	terry-mcauliffe	Governor	Virginia	democrat	12	6	2	2	3	a speech.
2104.json	false	Recent data showed Nevada ranks 50th in the money received from the stimulus bill.	federal-budget,message-machine,stimulus	american-crossroads			republican	5	5	4	0	0	a campaign commercial
1346.json	mostly-true	If you want to talk firsts for Bush, this was the first time in American history that a president took us into a war and cut taxes.	afghanistan,foreign-policy,iraq,military,taxes	paul-krugman	New York Times columnist		none	0	2	3	4	0	ABC's 'This Week with George Stephanopoulos'
5241.json	pants-fire	Nearly half of all persons under 30 did not go to work today.	economy,jobs	mitch-daniels	governor	Indiana	republican	0	3	0	0	1	a Republican response to the State of the Union address
11644.json	barely-true	Ted Cruz tried to ban contraception five times.	abortion,health-care	hillary-clinton	Presidential candidate	New York	democrat	40	29	69	76	7	a post on her campaign website
9496.json	half-true	I dont own a single stock or bond I have no savings accounts.	campaign-finance,ethics,income,transparency	joe-biden	U.S. senator	Delaware	democrat	11	10	21	16	4	the White House Summit on Working Families
2037.json	mostly-true	Forty percent of the undocumented workers in this country entered the U.S. legally and overstayed their visa.	immigration,legal-issues,abc-news-week	luis-gutierrez	U.S. House of Representatives	Illinois	democrat	0	0	2	3	0	an interview on ABC's 'This Week'
11334.json	true	Just about half of rural hospitals operate in the red in Virginia. They operate at a loss.	health-care	mary-mannix	President and CEO or Augusta Health	Virginia	business-leader	0	0	0	0	0	a news conference.
11078.json	barely-true	Obama keeps talking about getting rid of all nuclear weapons. Hes already significantly reduced our capabilities there.	nuclear	dick-cheney			republican	5	4	2	2	1	an appearance on ""Hannity",1
Jamie Foxx Strays From Katie Holmes With His Baby Mama!,0
"Over the last 10 years, Texas created 33 percent of the net new jobs nationwide.",1
Selena Gomez and The Weeknd Are Already in Trouble (EXCLUSIVE),0
"‘Big Little Lies’ Season 2: Shailene Woodley, Laura Dern, Zoë Kravitz Set to Return",0
Kylie Jenner sneers that 'everyone is jealous' of her post baby body after being slammed for promoting 'dangerous' waist trainers,0
Khloe Kardashian Responds to O.J. Simpson Rumors: Is He Her Father?!,0
Who Is Hassan Jameel? Rihanna's Mystery Man Is No Longer A Mystery,0
Meghan Markle Already Pregnant Month After Royal Wedding ,0
‘Baywatch’ Review: Dwayne ‘The Rock’ Johnson and Zac Efron Bring Muscles and Fun to the Beach,0
'I am finally working with Cheryl' Bieber opens up on track we're all waiting for,0
Justin Bieber’s Gym Ban Lifted,0
Most voters prefer zombies to the current U.S. Congress.,1
The No. 1 cause of death for African-American males15-34 is murder.,1
The Senate Republican education plan is an unfunded mandate for local school districts.,1
On how to respond to Puerto Ricos debt crisis.,1
Meghan Markle's uni pals reveal her secret wild child past that could rival party-loving Prince Harry's,0
The House of Representatives does not have a prochoice majority.,1
Kelsey Grammer Off Wagon Food Binge Fiction,0
American International Group Inc Form 10K,1
Wisconsins attorney general and state treasurer ordered the daughter of Earth Day founder Gaylord Nelson not to discuss climate change on state time.,1
"For the second quarter in a row, my campaign has raised more money than any other challenger in the nation and brought our fundraising total to over $800,000.",1
Beckham allegations from 'hacked and doctored emails',0
A Guide to the Increasingly Intense Brad Pitt–Angelina Jolie Divorce Drama,0
The secret Donald Trump and Rudy Giuliani know about the Russia probe,0
A poll conducted in Egypt revealed that 80 percent of Egyptians oppose receiving foreign aid from the United States.,1
Desperate Ariel Winter Begging Boyfriend Levi To Get Her Pregnant ‘ASAP’!,0
Alex Rodriguez responds to girlfriend Jennifer Lopez's comments on marriage (exclusive),0
John McCain,1
"Is Jennifer Lopez engaged to Alex Rodriguez, when did she start dating the baseball star and who have they previously gone out with?",0
Trump made one of the biggest royal faux pas when visiting the Queen — and people are outraged,0
Nicki Minaj Embarrassed,0
Mamma Mia 2: Amanda Seyfried opens up on working with REAL-LIFE ex Dominic Cooper,0
Heidi Klum,0
Jennifer Garner Pregnant And Alone Following Ben Affleck Divorce?,0
Were No. 1 in child hunger.,1
Nick Cannon Says He’s Leaving ‘America’s Got Talent’ After Threats Of Firing Over Racial Joke,0
Kim Kardashian Having Plastic Surgery To Cure Cankles?,0
"Amiddle-class family donates $1 to charity, they get 15 cents off their income tax. Bill Gates donates $1 to charity, he takes 35 cents off his income tax.",1
Connecting People Through News,0
The No. 1 issue that the American people care about is getting America back to work.,1
This Is Real Life! Beyoncé and Jay-Z Reveal How They Did The Work and Saved Their Marriage On New Album,0
"Entertainment news, latest Bollywood movie review, entertainment news headlines",0
Meghan Markle and Prince Harry wedding drama FAQ: All the gossip you really want to know,0
Lady Gaga’s Super Bowl Performance: Will She Attack Donald Trump During Halftime Show?,0
"The United States is no longer top nation in the globe on infrastructure, having fallen to 15th.",1
Kendall Jenner Caught Kissing And Straddling Anwar Hadid For Two Hours Following CFDA Awards,0
Richard Nixon released tax returns when he was under audit.,1
Kanye West & Kim Kardashian Are Having ‘Best Sex of their Lives’: He’s So Attracted To Her,0
'The Tourist': Why the Angelina Jolie-Johnny Depp Flop Deserves a Second Look,0
The very first meal on the surface of the moon was the Holy Communion.,1
Brad Pitt Is Heading To Court Next Month For Custody Agreement With Angelina Jolie,0
Nicole Kidman and Keith Urban Gush Over Daughters,0
VIDEO: 'Homecoming' Teaser: Julia Roberts Is Ready to 'Get Started',0
"George Clooney’s Twins Drenched His $5,000 Tuxedo In Milk",0
Did Beyoncé and Jay-Z Spend $10 Million on Their Newborn Twins?,0
Seacrest Walks Out On Live!,0
Rule by Rentiers,1
A 5 percent increase in domestic production would increase the world supply by less than 1 percent and do almost nothing to our dependence on foreign oil. This would also have virtually no effect on the price of gas at the pump.,1
Teresa Giudice Opens Up About Her Dinner With Divorce Lawyer,0
Justin Bieber Explains Why He's Not in a Relationship: 'I Got My Heart Broken',0
Selena Gomez and Justin Bieber baby news,0
Gwen Stefani Is Still Smitten With Blake Shelton and 'Has Never Once' Tried to Change Him (Exclusive),0
Jewish celebs share their thoughts on Trump inauguration,0
Poor and the nearpoor 1959 to 2006,1
"Kylie Jenner ‘Alone, Confused & Worried’ Over Uncertain Relationship Status With Travis Scott",0
Wings of Fury: From Vietnam to the Gulf War the Astonishing True,0
Says more Austinites voted in the citys 1973 election featuring a mayors race than in the citys most recent mayoral election.,1
Brad Pitt and Jennifer Aniston's second wedding joy,0
No Cinderella: Margo Jefferson on the real Meghan Markle,0
"Says the federal health care law upheld by the Supreme Court has improved or saved the lives of more than 4,000 Texans otherwise prevented from obtaining health coverage due to pre-existing conditions.",1
Beyonce  Jay Z Cashing In On Cheating Scandal With Music ,0
Will Tyga and Kylie Jenner get back together? Rapper hints at possible future reconciliation,0
"Jennifer Aniston and Justin Theroux's Marriage Is ""Hanging by a Thread"" (EXCLUSIVE)",0
Table B46 Employees on nonagricultural payrolls by major industry 19552006,1
Newt Gingrich has suggested building a mirror system in space could improve the Earths habitability.,1
Margot Robbie,0
Miley Cyrus Is Liam Hemsworth’s “Cash Cow”?,0
Caitlyn Jenner ‘Very Proud’ of Kim Kardashian for Meeting with Trump,0
Josh Gad & Jonah Hill Laughing Over Mistaken Identities,0
Anne Heche Wants Ellen DeGeneres Back?,0
"Says that from 1992 through 2010, every statewide candidate drawing over 43 percent of the vote in a Republican Texas primary won the resulting runoff.",1
"Is Caitlyn Jenner, 68, Planning To Adopt? Reportedly Wants To Have A Baby With Rumored GF, 21",0
David & Victoria Beckham Reportedly Living 'Separate Lives',0
A Senate in the Gun Lobby’s Grip,1
Breaking down barriers for African Americans – Hillary for America – Medium,1
"Lady Gaga Did NOT Have Pre-Grammys Face Lift, Despite Report",0
Kim Kardashian and Kanye West's Cars Burglarized,0
2011 Text of President Barack Obama’s proposed jobs bill Email interview with Lynne Bernabei,1
Kim Kardashian and Kanye West's Wedding: All the Best Photos from Paris and Florence Photos,0
Is Tom Cruise ready to reunite with his daughter Suri?,0
Princess Diana says Harry & Meghan will have baby GIRL from beyond the grave,0
Pregnant Irina Shayk & Bradley Cooper's Mom Gloria Go Food Shopping Together!,0
Judge Dismisses DJ David Mueller’s Case Against Taylor Swift,0
A Source Reported That Blake Shelton Is Cheating On Gwen Stefani – Their Friends Still Believe That The Couple Will Walk Down The Aisle Someday,0
"Blake Shelton and Adam Levine's 'The Voice' Bromance Has ""Cooled Off"" (EXCLUSIVE)",0
Nicole Kidman pregnant at 50,0
"In writing his book, Gov. Perry pointed out that by any measure Social Security has been a failure.",1
Kim Kardashian's bizarre defence of 'free thinking' Kanye West amid desperate attempts to fix damage caused by Donald Trump support,0
"47 percent of Americanscant pay for an unexpected $400 expense through savings or credit cards, without selling something or borrowing money.",1
Khloe Kardashian seems to have well and truly shut down Tristan Thompson marriage rumours,0
Senator McCain voted against the Bush tax cuts. Now he's for them.,1
Jennifer Aniston’s short marriage to Justin Theroux is over,0
"Actually, Reagan was a Democrat before he was a Republican.",1
Ryan Seacrest is Kelly Ripa's new co-host on 'Live',0
Political TV Ad Archive » PolAd,1
Netflix Canada March 2018: What's Coming (and Going),0
"When Social Security was passed, there were all kinds of lawsuits, just as there have been in the legal battle over the new health care law.",1
Gigi Hadid Turning Down Zayn Malik ’ s Marriage Proposals ,0
Sarah Jessica Parker: Kim Cattrall ‘said things that were really hurtful about me’,0
Victoria Beckham Upset That David 'Stole' Her 'Pretty Blonde' Personal Trainer? - Full download,0
James Comey testifies before Congress: Celebrities react on Twitter,0
Paris Jackson ’ s Family Trying To Send Her Back To Rehab  Report,0
What is Brad Pitt's net worth? the answer may surprise you!,0
Justin Theroux Found Jennifer Aniston's Love Note Post-Its From Brad Pitt,0
"Catherine, Duchess of Cambridge",0
Kate: 'Yes I'm having two girls',0
Celebrities React to Chuck Berry’s Death: ‘Hail to the King of Rock’ – Variety,0
Ozzy Osbourne Opens Up About Cheating on Sharon Osbourne,0
A Complete Timeline of Brad Pitt and Jennifer Aniston's Relationship,0
Conway: Politicizing Texas shooting 'disrespectful to the dead',0
Michelle Obama Didn’t Try To ‘Sneak A Spot’ On Prince Harry And Meghan Markle’s Wedding Guest List [Debunked],0
"NRA President David Keene Rejects White House Gun Control Approach | PBS NewsHour | Jan. 15, 2013",1
Alec Baldwin Accidentally Reveals Vow Renewal Plans with Wife Hilaria: 'I See What I Have and I'm Very Lucky',0
Obama: Mitt Romney refused to say whether he supports Lilly Ledbetter Act,1
"Blake Shelton Shopping For Diamond Ring For Gwen Stefani, Proposing On Valentine's Day Is Made-Up",0
Oprah Feuds,0
"Current-Law Distribution of Federal Taxes By Cash Income Percentiles, 2007",1
RUMOR: Justin Timberlake Signed Non-Nudity Clause for Super Bowl Halftime Show,0
"Here's what you should know about fibromyalgia, the chronic pain disorder that forced Lady Gaga to cancel parts of her tour",0
The Republican Party has not won a presidential election without either a Bush or a Nixon on the ticket since 1928.,1
Rick Perry doesnt think there should be a federal minimum wage.,1
Rick Santorum sworn in as Pennsylvania’s newest senator,1
Kris Jenner and Corey Gamble Call It Quits After Three Years Together (EXCLUSIVE),0
Justin Theroux flashes beard while with 'girlfriend' Petra Collins,0
Nicole Kidman $8 million Tell All: Amazon.com: Books,0
Caitlyn Jenner,0
The United States right now incarcerates more African-Americans as a percentage than apartheid South Africa did.,1
Foreign companies in the United States have a significantly higher unionization rate than other companies overall.,1
Why Taylor Swift and Selena Gomez's Friendship Is Stronger Than Ever,0
Colorado raked in $60 million in marijuana taxes and licensing fees in the past year.,1
Cost of the royal wedding for Meghan Markle and Prince Harry,0
Meghan Markle's nephew sells new cannabis strain for the royal wedding,0
Celebrities Slam Donald Trump for Criticizing San Juan Mayor as She Pleads for Help for Her People,0
Report on Geithners tax issues,1
Oscars Presenters List 2018 – Stars Presenting At Academy Awards,0
There used to be 16 workers for every one person on Social Security. ... Now its three.,1
"Kylie Jenner Loves Ferrari ‘Push Present’ From Travis Scott, But Refuses To Drive It To Keep Stormi Safe",0
"Self-protective, loving and intimate: What Kate and Wills’ body language with their new baby boy reveals",0
Justin Theroux and Selena Gomez ‘falling for each other’ post-Jen Aniston split,0
Kristen Stewart's Gay Rumor; Tila Tequila's Suicide Stunt,0
Angelina Jolie Snubbed Margot Robbie — and We're Guessing It's Because of Those Brad Pitt Rumors (EXCLUSIVE),0
Transcript: House Majority Leader Boehner on 'FNS',1
15 Spectacular Celebrity Feuds of 2016,0
Miley Cyrus Jennifer Hudson Fighting,0
Jay Z & Beyonce: He Was Brought To Tears Holding ‘His New Son’ For The First Time Ever,0
"Seven of Americas 10 wealthiest counties are in the Washington, D.C., area.",1
"Gwen Stefani & Blake Shelton: Why Friends & Family Suspect A Secret, Summer Wedding",0
Justin Theroux Playing Matchmaker For Ben Stiller?,0
Says Texas law requires state agencies to give preference to goods produced and grown in Texas.,1
More than 30 cents of every state tax dollar goes to Medicaid.,1
Why Leonardo DiCaprio and Nina Agdal Split: 'He's Not Ready to Settle Down',0
Kevin Hart: Why Wife Eniko ‘Just Can’t’ Leave Him Right Now Despite Cheating Scandal,0
Of minimum wage workers in Rhode Island only 14 percent serve as sole income earner for their family.,1
Supermodel Kendall Jenner takes Jay Leno for a spin in her '56 Corvette,0
"More than once, Ive actually had a conversation with the protesters on substance.",1
The X Factor (UK series 5),0
"Lindsay Lohan wears a hijab, sparking mixed feelings on social media",0
"To young people who are undocumented: This is your country, too.",1
"Three out of the 18 benchmarks of the (GAO) have been fulfilled. Even among Republican math, that is a failing grade.",1
Remarks of Senator Obama: The War We Need to Win,1
